,cord1,cord2,cord3,cord4,cord5,cord6,cord7,cord8,center1,center2,angle,solution1,solution2
0,-98.48383991719409,29.44092969882918,-98.4887952314619,29.442722890000216,-98.49085385305769,29.438406494110392,-98.48589853878987,29.43661330293936,-98.48734688512589,29.439668096469788,5.889442287161738,-98.4878345,29.4397224
1,-98.4903771393555,29.404931198824986,-98.48673202831051,29.401501127522994,-98.48279423351684,29.404676252546807,-98.48643934456183,29.408106323848795,-98.48658568643617,29.404803725685895,2.317615805631754,-98.4859511,29.4048342
2,-98.48498962895253,29.398072383033025,-98.48732759786373,29.40227944757414,-98.49215739741834,29.40024292701191,-98.48981942850718,29.39603586247079,-98.48857351318544,29.399157655022467,5.163212882293147,-98.486333,29.3993461
3,-98.47510369578305,29.436211417218964,-98.48042260124724,29.435594062608537,-98.4797138650267,29.430960955515175,-98.4743949595625,29.4315783101256,-98.47740878040487,29.43358618636707,0.13246818830329085,-98.4776814,29.433853
4,-98.49253971321767,29.424364982962054,-98.49515218041556,29.42028229588996,-98.4904651688402,29.41800666975087,-98.48785270164232,29.422089356822962,-98.49150244102893,29.42118582635646,1.0623013840019018,-98.4909079,29.4211479
5,-98.50228042799581,29.41916368697368,-98.50721920394938,29.417336204978916,-98.50512121575876,29.413034215019334,-98.5001824398052,29.414861697014096,-98.50370082187729,29.416098950996506,0.40170057573194295,-98.50388,29.416282
6,-98.48724593320273,29.43038644417449,-98.48193954143193,29.431080714832323,-98.48273657891049,29.435702921697793,-98.48804297068128,29.435008651039965,-98.4849912560566,29.433044682936142,3.2906814075721327,-98.484279,29.432642
7,-98.48724413179119,29.434220300466983,-98.48551351461151,29.43864458765653,-98.49059269038568,29.440152065987366,-98.49232330756536,29.435727778797816,-98.48891841108843,29.437186183227173,4.38399809423343,-98.489035,29.437678
8,-98.47832816284716,29.39105955169213,-98.48176945004523,29.394645819077446,-98.48588656126401,29.39164823766995,-98.48244527406592,29.388061970284635,-98.48210736205559,29.391353894681043,5.408610634753004,-98.482382,29.390702
9,-98.49326258341313,29.401489889171835,-98.48839451775831,29.39952371437269,-98.48613730727904,29.403764111136294,-98.49100537293386,29.405730285935434,-98.48969994534608,29.402627000154066,2.707423255217776,-98.4902162,29.4050224
10,-98.48922209656335,29.39600202866887,-98.48485161536681,29.39871381704695,-98.48796480608985,29.402520785899732,-98.4923352872864,29.399808997521653,-98.48859345132661,29.399261407284303,3.7605407580768264,-98.486333,29.3993461
11,-98.48403633043822,29.41970303548566,-98.48498110881629,29.415101998550337,-98.47969902057547,29.41427903611295,-98.4787542421974,29.418880073048275,-98.48186767550683,29.416991035799306,1.3938034141834257,-98.483524,29.4161963
12,-98.48508509790885,29.394537674540725,-98.48492353380195,29.389865736787833,-98.4795600499149,29.39000646946577,-98.47972161402178,29.394678407218667,-98.48232257391187,29.392272072003248,1.6009101985731355,-98.480901,29.392512
13,-98.5123814260601,29.40540813056749,-98.50906882401381,29.401731071317926,-98.50484748180425,29.404616559721774,-98.50816008385053,29.40829361897134,-98.50861445393217,29.40501234514463,2.236154958882395,-98.508504,29.404468
14,-98.49687443291096,29.414927302944225,-98.49410712543033,29.410922769454427,-98.48950983582937,29.41333327139026,-98.49227714330999,29.417337804880056,-98.49319213437016,29.41413028716724,2.112643468365627,-98.493729,29.413936
15,-98.47723600409853,29.419734736993934,-98.48220983880911,29.417980882415424,-98.48019637645801,29.41364835403456,-98.47522254174743,29.415402208613074,-98.47871619027826,29.416691545514247,0.3846467856053096,-98.4798747,29.4186798
16,-98.50669416275723,29.42307698112889,-98.50521946066314,29.42757105654961,-98.5103787548107,29.428855616461174,-98.51185345690479,29.424361541040454,-98.50853645878396,29.425966298795032,4.4339785720404485,-98.5088483,29.4256054
17,-98.50590584602148,29.393472750644552,-98.5015613041788,29.39072951872478,-98.49841201560125,29.394513892740108,-98.50275655744393,29.397257124659877,-98.50215893081136,29.39399332169233,2.5143605439083805,-98.502088,29.395133
18,-98.48689644600823,29.4119448882572,-98.48826116250935,29.416465249813957,-98.49345063370004,29.415276494393467,-98.49208591719893,29.41075613283671,-98.49017353985414,29.413610691325335,4.96954439866108,-98.490892,29.413916
19,-98.50005096596199,29.395829127972068,-98.49468606958449,29.395737981097948,-98.4945814310348,29.400411149220417,-98.4999463274123,29.400502296094537,-98.49731619849841,29.39812013859624,3.12209082604905,-98.497102,29.398455
20,-98.49103819885178,29.43373608280442,-98.49051200521109,29.438387612107018,-98.49585205976325,29.438845960446827,-98.49637825340393,29.434194431144228,-98.49344512930752,29.436291021625625,4.614168924487764,-98.493798,29.436174
21,-98.50320340361327,29.435020365929272,-98.50614992377996,29.43111404628098,-98.50166538575752,29.42854743862516,-98.49871886559083,29.43245375827345,-98.5024343946854,29.431783902277218,0.989488090521711,-98.501965,29.432638
22,-98.48896909289853,29.389484267408694,-98.4836692161472,29.390215322522195,-98.48450848296308,29.394831854388713,-98.4898083597144,29.394100799275208,-98.4867387879308,29.3921580608987,3.298644455854993,-98.4862442,29.3924606
23,-98.48081012680281,29.416320668751545,-98.48413940553716,29.41998628218279,-98.48834760770393,29.417086267316243,-98.48501832896956,29.413420653884998,-98.48457886725336,29.416703468033894,5.381704330790464,-98.4845991,29.416844
24,-98.50888719668954,29.420953002197123,-98.50501616697512,29.424189821574608,-98.50873210445005,29.427561736219296,-98.51260313416445,29.42432491684181,-98.50880965056979,29.42425736920821,3.9065517353209303,-98.5090059,29.4243248
25,-98.48762901248963,29.416176919129896,-98.491284583379,29.412755304341054,-98.48735649684225,29.409571068123324,-98.48370092595289,29.412992682912165,-98.48749275466594,29.412873993626608,0.8213173015534899,-98.4878889,29.413034
